author_id,author_name,birthdate,country
1155,Nicole Williams,1940-01-20,British Indian Ocean Territory (Chagos Archipelago)
1156,Caroline Davenport,1997-04-12,Poland
1157,Sophia Blackburn,1927-07-01,Guinea
1158,Chloe Cuevas,2010-04-30,Bolivia
1159,Joshua Ward,1972-08-11,Martinique
1160,John Martin,1941-03-23,Jersey
1161,Keith Best,1997-01-15,Haiti
1162,Amy Fox,1936-12-21,Netherlands Antilles
1163,Kelly Johnson,1946-09-06,Moldova
1164,Joshua Baker,1935-03-12,Isle of Man
1165,Kevin Williams,1945-09-29,Thailand
1166,Maureen Scott,1940-10-31,Northern Mariana Islands
1167,James Parker,1958-01-08,Martinique
1168,Michael Warner,1972-03-23,Serbia
1169,Shawn Robinson,1991-03-19,Congo
1170,Jessica Brown,1945-08-21,Myanmar
1171,Vanessa Wilkinson,2009-07-03,Sao Tome and Principe
1172,Timothy Pena MD,1975-04-12,Colombia
1173,Brenda Thomas,2009-10-27,Saint Kitts and Nevis
1174,Lindsey Russo,1923-02-11,Palau
1175,Jacqueline Waters MD,2010-06-03,Somalia
1176,Katelyn Petersen,1974-02-24,Vanuatu
1177,Katherine Wolf,1934-03-31,Congo
1178,James Wilson,1933-08-16,Guernsey
1179,Russell Gonzalez,1931-08-31,Taiwan
1180,Anne Thomas,1921-08-20,Cape Verde
1181,Tonya Shaffer,1987-03-17,Venezuela
1182,Krystal Lewis,2018-02-07,Zambia
1183,David Mccann,2019-05-25,Algeria
1184,Alexis Smith,1945-12-07,Svalbard & Jan Mayen Islands
1185,David Thompson,1973-10-05,Sao Tome and Principe
1186,Jill Sanchez,1922-11-01,Sierra Leone
1187,Manuel Reyes,1958-10-09,Equatorial Guinea
1188,Jennifer Soto,2015-09-11,Costa Rica
1189,Jeremy Rojas,1986-07-12,United Arab Emirates
1190,Andrew Rogers,2003-09-28,Reunion
1191,Jennifer Valdez,1971-11-27,British Virgin Islands
1192,John Griffin,1942-11-01,Iran
1193,Michael Maxwell,1949-12-12,Iceland
1194,Sarah Taylor,1948-09-09,Iceland
1195,Elizabeth Edwards,1978-09-29,Kyrgyz Republic
1196,Richard Murphy,1952-02-05,Belgium
1197,Leslie Alexander,1969-11-27,Turkey
1198,Sherry Barton,1963-03-24,Greenland
1199,Jose Brown,2004-09-17,Heard Island and McDonald Islands
1200,George Barnes,2014-08-04,Palau
1201,Adam Jones,1931-09-25,Anguilla
1202,Shari Gonzalez,2007-01-09,Bolivia
1203,Tina Nelson,2012-09-30,Lithuania
1204,Vicki Short,1935-06-14,Romania
1205,Jonathan Brown,2015-04-29,Canada
1206,George Pearson,1937-07-08,French Guiana
1207,Charles Evans,1933-08-22,American Samoa
1208,Seth Arellano,2024-06-26,Uganda
1209,Rita Chambers,1970-12-04,Burundi
1210,John Kelly,2001-02-16,United Arab Emirates
1211,Dennis May,1970-08-23,Azerbaijan
1212,Juan Peters,1963-06-11,Jamaica
1213,Heather Miller,2011-02-26,Vietnam
1214,Anthony Butler,1967-08-08,Greece
1215,Erica Zimmerman,2002-03-13,Israel
1216,Valerie Crawford,1936-06-15,British Indian Ocean Territory (Chagos Archipelago)
1217,Michael Williams,1961-03-15,Iceland
1218,Keith Lewis,2013-08-01,Mauritania
1219,Erin Cowan,1993-10-01,United Kingdom
1220,Patricia Chen,1930-02-28,Korea
1221,Rachel Cruz,2007-12-23,Aruba
1222,Wanda Parker,1993-02-13,India
1223,Kristy Young,1969-04-25,France
1224,Joseph Buchanan,2010-03-29,Slovenia
1225,Michael Cobb,1913-12-22,Martinique
1226,Scott Jordan,2020-03-30,Burundi
1227,John Flores,1945-12-01,Cambodia
1228,Jacob Jennings,1966-02-02,Micronesia
1229,Paige Lowe,1926-06-28,Malta
1230,Elizabeth Parker,1923-01-30,Saint Helena
1231,Matthew Richardson,1955-05-27,Senegal
1232,Kenneth Matthews,1954-05-13,Djibouti
1233,Adam Cook,2011-01-04,Poland
1234,Heather Webster,2005-08-09,Sierra Leone
1235,Benjamin Fuller,1952-01-17,India
1236,Toni Miller,1954-03-31,Iraq
1237,Nathaniel Miller,1921-06-15,American Samoa
1238,Leon White,1928-07-07,Jordan
1239,Michael Thomas,1908-12-10,India
1240,Wanda Little,1987-05-31,Iceland
1241,Joseph Dudley,1915-06-28,Greenland
1242,Lisa Krueger,1950-11-20,Venezuela
1243,Colleen Nichols,2000-06-26,Algeria
1244,Michael Price,2006-06-23,Norway
1245,Justin Turner,1925-07-15,Wallis and Futuna
1246,William Vincent,1948-02-19,Haiti
1247,Lisa Thompson,1958-03-02,Congo
1248,Katrina Ray,1977-04-15,Bahamas
1249,Linda Johnson,1994-08-12,Serbia
1250,Kimberly Moreno,1939-03-10,Cuba
1251,Susan Solomon,1933-08-03,Lithuania
1252,Veronica Moore,1957-10-30,Papua New Guinea
1253,Kevin Mitchell,1970-12-06,Morocco
1254,Anthony Glass,1930-10-03,Kazakhstan
1255,Jennifer Sanchez,1917-04-30,Botswana
1256,Nancy Hayes,1926-06-02,Myanmar
1257,Meagan Donaldson,1926-01-30,Finland
1258,Mary Griffin,1921-12-12,Saint Kitts and Nevis
1259,James Lee,1974-01-18,Switzerland
1260,Katrina Rodriguez,1945-03-03,Greenland
1261,Juan Leonard,1986-09-11,United Kingdom
1262,Sharon Nelson,1966-08-03,China
1263,Madeline Berg,2009-10-14,Kyrgyz Republic
1264,Caroline Stevens,1941-09-26,Gabon
1265,Justin Boyle,1964-10-31,Lithuania
1266,Steven Sanders,2001-08-01,Latvia
1267,Sharon Mcdonald,1914-03-02,Aruba
1268,Lori Reynolds,1981-12-26,Slovenia
1269,Deborah Watts,2011-08-11,British Virgin Islands
1270,Cynthia Griffith,2004-03-03,Chad
1271,Ryan King,1976-01-08,Costa Rica
1272,Joseph Kaiser,1952-04-06,Afghanistan
1273,Teresa Stewart,1909-08-15,Nigeria
1274,Susan Singh,2011-12-26,Mauritania
1275,Nancy Lewis,1965-08-23,Canada
1276,Louis Lee,1990-04-16,New Zealand
1277,Andrew Allison,1930-12-05,Panama
1278,Evelyn Garcia,1960-05-29,Algeria
1279,Nicholas Thomas,1969-03-02,Antarctica (the territory South of 60 deg S)
1280,Jennifer Snyder,1963-11-20,Syrian Arab Republic
1281,Courtney Evans,1926-09-18,Cambodia
1282,Debra Medina,1910-09-06,Anguilla
1283,Christopher Dyer,1953-07-01,Nicaragua
1284,Stephen Robinson MD,1914-10-18,New Zealand
1285,Mason Brown,2017-03-01,Bahrain
1286,Dennis King,1973-02-24,Panama
1287,Shawn Lynn,1922-09-01,India
1288,Alyssa Wilson,1985-10-06,Indonesia
1289,Chad Hendrix,2007-11-15,Cape Verde
1290,Diane Sawyer,1981-02-06,Kazakhstan
1291,Sarah Myers,1936-04-20,New Zealand
1292,Kristina Pollard,1944-11-04,British Indian Ocean Territory (Chagos Archipelago)
1293,Natasha Dawson,2006-02-01,Reunion
1294,Sarah Zavala,1920-11-26,Cambodia
1295,Jamie Price,1963-10-26,Lithuania
1296,Michelle Robinson,1909-10-08,Hong Kong
1297,Dustin Kirk,2005-01-25,Fiji
1298,Kevin Richard,2012-06-05,French Guiana
1299,Jill Lewis,1911-09-15,Cocos (Keeling) Islands
1300,Julie Valencia,1959-01-16,Niger
1301,Ryan Fernandez,1985-07-10,Taiwan
1302,Victor Braun,1986-11-10,Jordan
1303,Jenny Jenkins,1916-12-21,Latvia
1304,Krista Pruitt,1996-12-30,Tanzania
1305,Jody Brown MD,1971-01-14,Saint Helena
1306,Stacey Whitaker,1970-07-11,Guam
1307,Melissa Harrison,1996-03-06,Bhutan
1308,Michelle Long,2008-08-08,French Guiana
1309,Maureen Lowery,1989-02-10,Suriname
1310,Gary Hays,1957-09-17,American Samoa
1311,Dr. Scott Kramer II,1926-08-08,Dominica
1312,Lauren Ayers,1946-11-23,Somalia
1313,Amy Taylor,1919-07-10,Georgia
1314,Jessica Robinson,1909-09-02,Indonesia
1315,Alexander Baldwin,2002-12-30,Jordan
1316,Sherry Barnes MD,2007-08-02,Dominican Republic
1317,Alexander Rangel,2016-07-29,Palestinian Territory
1318,Thomas Collins,2009-03-31,French Guiana
1319,Kathryn Holland,1986-09-17,Uzbekistan
1320,Derek Lucas,2011-02-18,Svalbard & Jan Mayen Islands
1321,Ashley Brown,2020-06-16,Niue
1322,Keith Chang,1910-07-19,Mexico
1323,Andrea Hamilton,1949-06-26,Bhutan
1324,Daniel Moore,1939-12-09,Senegal
1325,Linda Nixon,1989-09-18,New Caledonia
1326,Sara Stark,1993-09-09,Libyan Arab Jamahiriya
1327,Dr. Erin Simmons,1950-09-09,Bangladesh
1328,James Rose,1985-04-05,Mauritania
1329,Alexandra Robinson,2018-07-22,Saint Lucia
1330,Cassandra Simmons,1986-01-05,Chad
1331,Mrs. Danielle Henry,1926-10-26,Antarctica (the territory South of 60 deg S)
1332,Lawrence Robinson,1980-10-05,Uzbekistan
1333,Gregory White,1912-03-23,Syrian Arab Republic
1334,Tommy Lawrence,2005-06-25,Germany
1335,Casey Huff,1970-09-22,Kenya
1336,Amanda Bell,1985-01-06,Sao Tome and Principe
1337,Joseph Newman,1926-05-22,Russian Federation
1338,Matthew Johnson,1932-08-07,Sudan
1339,Casey Martinez,1998-01-21,Svalbard & Jan Mayen Islands
1340,Heather Bell,2008-12-06,Seychelles
1341,Daniel Castillo,2023-08-02,Central African Republic
1342,Joshua Petty,1985-01-05,South Georgia and the South Sandwich Islands
1343,Kathryn Swanson,2006-03-12,Tuvalu
1344,Joseph Foster,1911-11-01,Georgia
1345,Christopher Greene,1952-03-13,Turkmenistan
1346,Stacey Carey,1927-04-23,Indonesia
1347,Ashley Avila,2011-07-18,Guadeloupe
1348,Brandon Garcia,1941-05-11,Niger
1349,Alexandra Friedman,1963-10-10,Togo
1350,Tyler Stevens,1925-01-22,Algeria
1351,Mathew Maddox,2007-10-21,Bahrain
1352,Justin Yu,1957-07-10,Falkland Islands (Malvinas)
1353,James Hill,1975-07-01,Iran
1354,Drew Simmons,2001-08-30,Ghana
1355,Marc Walton,2015-01-22,Korea
1356,Ricardo Fox,1935-08-02,Somalia
1357,Jack Hayes,1912-07-30,Cuba
1358,Michelle Gentry,2005-10-04,Austria
1359,Jacob Ellis,1945-03-21,Equatorial Guinea
1360,Susan Jones,2014-12-08,Saint Helena
1361,Gary Schneider,1976-08-21,Isle of Man
1362,Stephanie Williams,1985-02-04,Cape Verde
1363,Luis Gonzalez,1917-11-13,Libyan Arab Jamahiriya
1364,Tammy Lewis,2001-05-10,Armenia
1365,Jordan Berry,1959-05-01,Portugal
1366,Keith Mills,1977-12-18,Austria
1367,Eric Fleming,1960-01-27,Saint Helena
1368,Stephen Wright,2015-06-21,Aruba
1369,Ethan Anthony,1968-09-24,Ecuador
1370,Destiny Mcdaniel,1988-06-03,Sweden
1371,Dr. Brett George,2012-05-29,Lesotho
1372,Donald Bryant,1920-05-19,United Arab Emirates
1373,Kathy Owens,1928-03-22,Isle of Man
1374,Whitney Adams,1997-04-01,Slovenia
1375,Brittany Durham,1936-03-09,Namibia
1376,Kevin Campbell,1935-09-04,Bouvet Island (Bouvetoya)
1377,Julie Taylor,1935-10-03,Czech Republic
1378,Stephen Hayes,1933-01-16,Samoa
1379,Curtis Smith,1995-10-15,Tajikistan
1380,Benjamin Johnson,1918-01-19,France
1381,Jonathon Garcia,1951-12-03,Thailand
1382,Zachary Stephens,1940-08-29,Sao Tome and Principe
1383,Brian Saunders,1935-09-15,Afghanistan
1384,Laura Smith,1981-08-30,Hungary
1385,Carrie Jones,1979-06-17,Aruba
1386,Jessica Daniels,1973-01-29,El Salvador
1387,Wayne Smith,1908-08-29,Tajikistan
1388,Amy Riddle,2020-01-29,Palestinian Territory
1389,Raymond Vaughn,2012-05-29,Czech Republic
1390,Adam Garcia,1922-03-08,Uganda
1391,Jacqueline Shepard,1958-03-09,Dominican Republic
1392,Adam Murphy,1910-10-07,South Georgia and the South Sandwich Islands
1393,Nicole Simmons,1979-07-28,India
1394,Gregory Smith,1920-06-23,Reunion
1395,Wayne Robinson,1963-08-20,Rwanda
1396,Melissa Ellison,2009-04-30,Bermuda
1397,Melanie Barnes,1951-07-17,South Africa
1398,Jenna Carpenter,1948-11-09,Nauru
1399,Daniel Young,1997-01-08,Timor-Leste
1400,Michael Gould,1946-09-23,Russian Federation
1401,Dr. Brittany Farrell,1922-07-18,Micronesia
1402,Steve Davis,2021-12-20,Tokelau
1403,Sheri Keller,1970-08-03,Maldives
1404,Heidi Hartman,2023-12-16,Togo
1405,Wendy Silva,1912-07-02,Uruguay
1406,Dr. Michael Wong,1926-12-12,Mexico
1407,Stephen Brown,1909-03-11,Moldova
1408,Joshua Smith,1965-01-17,Svalbard & Jan Mayen Islands
1409,James Griffin,2020-03-28,Mozambique
1410,Stephanie Allen,1981-07-21,Brunei Darussalam
1411,Stacey Walls MD,1956-04-16,Tuvalu
1412,Beverly Heath,1920-04-30,Northern Mariana Islands
1413,Jennifer Williams,1961-06-20,Botswana
1414,Joanna Morales,1925-02-28,Reunion
1415,Summer Mclean,1936-11-28,Saint Lucia
1416,Ryan Tran,1920-07-25,Yemen
1417,Samuel Miller,1989-06-27,Marshall Islands
1418,Stacy Allen,1996-02-15,Nauru
1419,Susan Lloyd,2021-09-18,Armenia
1420,Lisa Payne,1950-11-07,Nepal
1421,Allison Cochran,2008-07-07,Taiwan
1422,Roger Green,1998-11-12,Lao People's Democratic Republic
1423,Erika Mathews,1946-04-25,Puerto Rico
1424,Jeanne Rivera,2017-08-07,Faroe Islands
1425,Michelle Rodriguez,1923-05-16,Vanuatu
1426,Dustin Pierce,2022-06-02,Saint Pierre and Miquelon
1427,Amy Black,1971-03-22,United States Virgin Islands
1428,Nicole Rhodes,1977-12-04,Mexico
1429,Kimberly Thomas,1983-08-27,Switzerland
1430,Garrett Diaz,2019-10-23,Cambodia
1431,Heather Hutchinson,2019-08-10,Suriname
1432,Paula Sanchez,1918-08-02,Thailand
1433,Ernest Miranda,2001-06-29,Ireland
1434,Amy Mitchell,1957-05-13,Eritrea
1435,Jason Grant,1983-02-11,Mali
1436,Jacob Taylor MD,2008-07-21,Uruguay
1437,Priscilla Jones,1973-08-15,Marshall Islands
1438,Jimmy Ryan,2010-02-23,Holy See (Vatican City State)
1439,Steven Carter,2009-01-07,North Macedonia
1440,Kristin Bryant,2004-06-16,Egypt
1441,Michael Garcia,2004-07-03,Malta
1442,Jesse Romero,1914-03-18,Trinidad and Tobago
1443,Tyler Keith,2001-07-02,Bangladesh
1444,Linda Hernandez,1980-02-09,United States of America
1445,Eric Stephens,1917-06-22,Marshall Islands
1446,Caitlin Hunter,1997-04-05,New Zealand
1447,Jason Floyd,1941-03-23,Norfolk Island
1448,Jeffrey Greene,1972-06-05,Paraguay
1449,Patrick Lee,2015-12-24,Bermuda
1450,Stephanie Mejia,1995-01-12,Bouvet Island (Bouvetoya)
1451,Patrick Allen,1976-02-06,Macao
1452,Kristi Carson,1916-05-28,Puerto Rico
1453,James Smith,1916-07-09,Niue
1454,Jennifer Cole,1924-09-15,Bouvet Island (Bouvetoya)
1455,Charles Cook,1963-05-27,Aruba
1456,Andre James,1921-05-03,Somalia
1457,Charlotte English,1924-05-09,Poland
1458,John Moore,2000-04-17,Malaysia
1459,Timothy Mayer,2015-09-16,Tuvalu
1460,Matthew Arnold,2023-09-19,Guinea
1461,Angela Gill,1940-03-11,Grenada
1462,Emily Garcia,1936-04-01,Angola
1463,Jeffrey Baldwin,2003-08-11,Iceland
1464,Tamara Fields,1971-11-22,Namibia
1465,Valerie Gomez,2006-12-29,Cambodia
1466,Kimberly Johnson,1926-09-26,Congo
1467,Daniel Cervantes,1947-01-16,Cameroon
1468,Morgan Reeves,2006-12-29,India
1469,Johnny Wilson,1953-01-31,Burundi
1470,Megan Wilson,1937-01-24,Suriname
1471,Alex Neal,1964-09-07,Bouvet Island (Bouvetoya)
1472,Brittany Hayes,1931-06-24,France
1473,Christina Hughes,1913-03-21,Saint Pierre and Miquelon
1474,Sarah Rivera,1974-12-21,Palau
1475,Patricia Nichols,2007-01-11,Yemen
1476,Tracy Patterson,1910-05-22,British Indian Ocean Territory (Chagos Archipelago)
1477,Deborah Garcia,1947-06-25,Korea
1478,Kelly Cooper,1940-04-09,New Caledonia
1479,James Fields,1993-01-12,Panama
1480,William Spencer,1941-08-29,Sri Lanka
1481,Krista Stephenson,1956-08-28,Faroe Islands
1482,Shannon Travis,1964-02-02,Nauru
1483,Anthony Garcia,1931-07-17,Mongolia
1484,Alicia Baker,2000-06-21,Russian Federation
1485,Kim West,1975-10-10,Iraq
1486,Christian Schwartz,1986-01-11,Saint Helena
1487,David Garrett,1929-07-19,Ireland
1488,Carolyn Colon,1949-01-12,United States of America
1489,Rhonda Ayers,1953-05-24,Iran
1490,Mrs. Sara Carter,1977-11-27,Saint Lucia
1491,Michael Willis,1955-08-03,Jordan
1492,David Hall,2022-12-18,Montserrat
1493,Rachel Alvarado,2000-03-02,Jersey
1494,Gina Kramer,1996-05-15,Czech Republic
1495,Daniel Smith,1955-07-22,United States of America
1496,Virginia Chang,1925-11-17,Trinidad and Tobago
1497,Frank Watson Jr.,1982-01-24,Latvia
1498,Nancy Perez,1912-02-04,Djibouti
1499,Brandi Banks,1986-01-09,Bosnia and Herzegovina
1500,Mr. Bradley Boyd,2003-10-12,Argentina
